Authors,Titles,Year,Page count,Link
Joshi S.; Abdelfattah E.,Deep Neural Networks for Time Series Classification in Human Activity Recognition,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123622177&doi=10.1109%2fIEMCON53756.2021.9623228&partnerID=40&md5=613918f7fee9d3d9a701c40f7ab47505
Rasul M.G.; Khan M.H.; Lota L.N.,Nurse care activity recognition based on convolution neural network for accelerometer data,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091844678&doi=10.1145%2f3410530.3414335&partnerID=40&md5=c5d65aea41535800cdcd441491447fae
Botilias G.; Papoutsis A.; Karvelis P.; Stylios C.,Track my health: An IoT approach for data acquisition and activity recognition,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092433842&doi=10.3233%2fSHTI200654&partnerID=40&md5=da92670502bc45ee4aa97161503a2df9
Li H.; Shrestha A.; Heidari H.; Le Kernec J.; Fioranelli F.,Bi-LSTM Network for Multimodal Continuous Human Activity Recognition and Fall Detection,2020,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078525448&doi=10.1109%2fJSEN.2019.2946095&partnerID=40&md5=25df0effb9ca978458dc04a11765895d
Demrozi F.; Jereghi M.; Pravadelli G.,Towards the automatic data annotation for human activity recognition based on wearables and BLE beacons,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107572362&doi=10.1109%2fINERTIAL51137.2021.9430457&partnerID=40&md5=8c1f133c2ca032bceb11b0883526edf8
Lawal I.A.; Bano S.,Deep Human Activity Recognition with Localisation of Wearable Sensors,2020,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090392131&doi=10.1109%2fACCESS.2020.3017681&partnerID=40&md5=44a14469b9087daff527842fdedc5f52
Tan J.-S.; Beheshti B.K.; Binnie T.; Davey P.; Caneiro J.P.; Kent P.; Smith A.; O’sullivan P.; Campbell A.,Human activity recognition for people with knee osteoarthritis—a proof‐of‐concept,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105519409&doi=10.3390%2fs21103381&partnerID=40&md5=8119f19c51219abdc39d36956c6e1cf5
Kim E.,Interpretable and Accurate Convolutional Neural Networks for Human Activity Recognition,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089336811&doi=10.1109%2fTII.2020.2972628&partnerID=40&md5=d49bcdf8370f22c8136effabe04bcdad
Ketu S.; Mishra P.K.,Performance analysis of machine learning algorithms for iot-based human activity recognition,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091315262&doi=10.1007%2f978-981-15-5558-9_51&partnerID=40&md5=06077b7800f59bbad12823354c1b9e57
Clouthier A.L.; Ross G.B.; Graham R.B.,Sensor Data Required for Automatic Recognition of Athletic Tasks Using Deep Neural Networks,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079070666&doi=10.3389%2ffbioe.2019.00473&partnerID=40&md5=615985b0d318304ab1b4355cfec4c42a
Dogan G.; Cay I.; Ertas S.S.; Keskin S.R.; Alotaibi N.; Sahin E.,Where are you?: Human activity recognition with smartphone sensor data,2020,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091839543&doi=10.1145%2f3410530.3414354&partnerID=40&md5=c5b0bbc8c5bf4e96cc4b1e377eecca43
Laxmi G.S.; Kumar Reddy S.P.,Using Wearable IoT Devices to Analyze Healthcare Data for Human Activity Recognition,2021,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125392685&doi=10.1109%2fICECA52323.2021.9676006&partnerID=40&md5=d8446f46df2eb68d6b47e36d35906bc9
Kirsten K.; Pfitzner B.; Loper L.; Arnrich B.,Sensor-Based Obsessive-Compulsive Disorder Detection with Personalised Federated Learning,2021,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125838437&doi=10.1109%2fICMLA52953.2021.00058&partnerID=40&md5=d8728e64c8bc5bda485ee2fa3f11bb33
Janarthanan R.; Doss S.; Baskar S.,Optimized unsupervised deep learning assisted reconstructed coder in the on-nodule wearable sensor for human activity recognition,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086461190&doi=10.1016%2fj.measurement.2020.108050&partnerID=40&md5=97e8564ac76b96b9267e22a6a19264a1
Mekruksavanich S.; Jitpattanakul A.; Thongkum P.,Placement Effect of Motion Sensors for Human Activity Recognition using LSTM Network,2021,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106624982&doi=10.1109%2fECTIDAMTNCON51128.2021.9425719&partnerID=40&md5=f11cf18be0cf13d6c83a991a218bf32a
Jantawong P.; Hnoohom N.; Jitpattanakul A.; Mekruksavanich S.,A Lightweight Deep Learning Network for Sensor-based Human Activity Recognition using IMU sensors of a Low-Power Wearable Device,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125196630&doi=10.1109%2fICSEC53205.2021.9684631&partnerID=40&md5=a32e6de3aace85518e38d16f6c1cb84c
Rey V.F.; Garewal K.K.; Lukowicz P.,Translating videos into synthetic training data for wearable sensor-based activity recognition systems using residual deep convolutional networks,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103561024&doi=10.3390%2fapp11073094&partnerID=40&md5=2ce35b21167d8b31d481810a6e47070e
Huang J.; Lin S.; Wang N.; Dai G.; Xie Y.; Zhou J.,TSE-CNN: A Two-Stage End-to-End CNN for Human Activity Recognition,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077668937&doi=10.1109%2fJBHI.2019.2909688&partnerID=40&md5=5ddac7df4764b5ff03b1e3b8b7ab3717
Abedin A.; Motlagh F.; Shi Q.; Rezatofighi H.; Ranasinghe D.,Towards deep clustering of human activities from wearables,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091555745&doi=10.1145%2f3410531.3414312&partnerID=40&md5=de1b4182c84a130cbf0877d58c9d37f6
Koul S.K.; Bharadwaj R.,Wearable Technology for Human Activity Monitoring and Recognition,2021,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115684296&doi=10.1007%2f978-981-16-3973-9_7&partnerID=40&md5=4a7c00d57cbce6c944ef75feef678f05
Lakshmi Priya G.G.; Jain M.; Srinivasa Perumal R.; Chandra Mouli P.V.S.S.R.,Human Action Recognition in Unconstrained Videos Using Deep Learning Techniques,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081350158&doi=10.1007%2f978-981-15-1084-7_72&partnerID=40&md5=6776de14b858fe100eae250e7bff8528
Singh S.P.; Sharma M.K.; Lay-Ekuakille A.; Gangwar D.; Gupta S.,Deep ConvLSTM with Self-Attention for Human Activity Decoding Using Wearable Sensors,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098785869&doi=10.1109%2fJSEN.2020.3045135&partnerID=40&md5=199b5a85fa7fe0ae2b149ee96618bd71
Ayvaz U.; Elmoughni H.; Atalay A.; Atalay Ö.; Ince G.,Real-time human activity recognition using textile-based sensors,2020,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098260552&doi=10.1007%2f978-3-030-64991-3_12&partnerID=40&md5=41cf4936794bdcfd21a221e797bb4fbb
Ranieri C.M.; Vargas P.A.; Romero R.A.F.,Uncovering Human Multimodal Activity Recognition with a Deep Learning Approach,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093857978&doi=10.1109%2fIJCNN48605.2020.9207255&partnerID=40&md5=f05b01818fac32541b0df11ac966e02a
Qin Z.; Zhang Y.; Meng S.; Qin Z.; Choo K.-K.R.,Imaging and fusing time series for wearable sensor-based human activity recognition,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067212272&doi=10.1016%2fj.inffus.2019.06.014&partnerID=40&md5=896037ae7d1c0f68b22318f9e1f77e42
Saengthong P.; Laitrakun S.,Fusion Approaches of Heterogeneous Multichannel CNN and LSTM Models for Human Activity Recognition using Wearable Sensors,2021,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123367526&doi=10.1109%2fICITEE53064.2021.9611824&partnerID=40&md5=084acc0d0e88e09d5cc06389d41f2110
Wang H.; Zhao J.; Li J.; Tian L.; Tu P.; Cao T.; An Y.; Wang K.; Li S.,Wearable Sensor-Based Human Activity Recognition Using Hybrid Deep Learning Techniques,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089820241&doi=10.1155%2f2020%2f2132138&partnerID=40&md5=ebe8088a8bf26b469504541fca52e0a1
Kolkar R.; Geetha V.,Human Activity Recognition in Smart Home using Deep Learning Techniques,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123285622&doi=10.1109%2fICTS52701.2021.9609044&partnerID=40&md5=b8a216a7180ea37b4551903c470a88de
Huang W.; Zhang L.; Gao W.; Min F.; He J.,Shallow Convolutional Neural Networks for Human Activity Recognition Using Wearable Sensors,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112113472&doi=10.1109%2fTIM.2021.3091990&partnerID=40&md5=a5d09e5565bc26c6a0148463fdfa9e05
Zhou Z.; Yu H.; Shi H.,Human Activity Recognition Based on Improved Bayesian Convolution Network to Analyze Health Care Data Using Wearable IoT Device,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085196358&doi=10.1109%2fACCESS.2020.2992584&partnerID=40&md5=cdbab3c9b9a5e56b594ae67c408dd225
Qamar N.; Siddiqui N.; Ehatisham-Ul-Haq M.; Azam M.A.; Naeem U.,An approach towards position-independent human activity recognition model based on wearable accelerometer sensor,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099879246&doi=10.1016%2fj.procs.2020.10.028&partnerID=40&md5=2c429fc39f5238342e9ec6f02870f536
Shimoda K.; Taya A.; Tobe Y.,Combining Public Machine Learning Models by Using Word Embedding for Human Activity Recognition,2021,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107535742&doi=10.1109%2fPerComWorkshops51409.2021.9431141&partnerID=40&md5=558ee5a838a7d00fd30a57c14b948ba7
Pellatt L.; Dewar A.; Philippides A.; Roggen D.,Mapping Vicon Motion Tracking to 6-Axis IMU Data for Wearable Activity Recognition,2021,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107372125&doi=10.1007%2f978-981-15-8944-7_1&partnerID=40&md5=7fe4520b626339fa1c246ca15e711c4a
Ismael A.A.; Jayabalan M.; Al-Jumeily D.,A study on human activity recognition using smartphone,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087458371&doi=10.5373%2fJARDCS%2fV12SP5%2f20201818&partnerID=40&md5=7a54842f669d4787a79939fb8e235582
Shome D.,RestHAR: Residual Feature Learning Transformer for Human Activity Recognition from Multi-sensor Data,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124381113&doi=10.1109%2fISCMI53840.2021.9654816&partnerID=40&md5=9177bfa88c3daaa7aead181cdb031e1c
Leite C.F.S.; Xiao Y.,Improving Cross-Subject Activity Recognition via Adversarial Learning,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085573859&doi=10.1109%2fACCESS.2020.2993818&partnerID=40&md5=4dfb14510eb683aaef651d1c3cd666a0
Casella E.; Khamesi A.R.; Silvestri S.,A framework for the recognition of horse gaits through wearable devices,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087588754&doi=10.1016%2fj.pmcj.2020.101213&partnerID=40&md5=5b2ee2a29bd5d914306e3b044152495c
Salkic S.; Ustundag B.C.; Uzunovic T.; Golubovic E.,Edge Computing Framework for Wearable Sensor-Based Human Activity Recognition,2020,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069541648&doi=10.1007%2f978-3-030-24986-1_30&partnerID=40&md5=a8217de89c721a6ed12b3ed7f99d18bd
Khowaja S.A.; Yahya B.N.; Lee S.-L.,CAPHAR: context-aware personalized human activity recognition using associative learning in smart environments,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089396603&doi=10.1186%2fs13673-020-00240-y&partnerID=40&md5=176e3e9af1fb47862685d7074517ef43
Ponce H.; Martínez-Villaseñor L.; Nuñez-Martínez J.,Sensor location analysis and minimal deployment for fall detection system,2020,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098718391&doi=10.1109%2fACCESS.2020.3022971&partnerID=40&md5=d0f02c53d3f538236f7e11b476b28085
Zhang P.; Zhang Z.; Chao H.-C.,A stacked human activity recognition model based on parallel recurrent network and time series evidence theory,2020,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088242825&doi=10.3390%2fs20144016&partnerID=40&md5=4f7cb1b3cfb35c413bb91d4ced84554c
